,Track_Id,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Date
0,11000,Cherish,Chevy,Unappreciated,album,0.809,0.523,10.0,-6.393,0.173,0.332,1.23e-06,0.279,0.742,135.648,205720.0,Cherish- Chevy,inmyblueEckotee,155280.0,1601.0,67.0,False,False,1007412.0,2006-01-01
1,11001,Franz Ferdinand,Take Me Out,Franz Ferdinand,album,0.277,0.663,4.0,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027.0,Franz Ferdinand - Take Me Out (Official Video),Domino Recording Co.,48395842.0,363363.0,6898.0,True,True,649504490.0,2004-02-16
2,11002,Franz Ferdinand,This fffire - New Version,This fffire,single,0.442,0.887,4.0,-5.943,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,218080.0,Franz Ferdinand - This Fire (Video),franzferdinandVEVO,9584587.0,121780.0,3139.0,True,True,24815021.0,2004-11-15
3,11003,Franz Ferdinand,Do You Want To,You Could Have It So Much Better,album,0.412,0.944,0.0,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091,215000.0,Franz Ferdinand - Do You Want To (Video),franzferdinandVEVO,12779237.0,97358.0,2604.0,True,True,72996535.0,2005-10-03
4,11004,Franz Ferdinand,No You Girls,Tonight,album,0.677,0.916,2.0,-4.102,0.0296,0.0086,7.68e-05,0.0967,0.878,104.78,223787.0,Franz Ferdinand - No You Girls (Official Video),Domino Recording Co.,14179727.0,65954.0,2503.0,True,True,76187432.0,2009-01-27
5,11005,Franz Ferdinand,This Fire,Franz Ferdinand,album,0.549,0.87,7.0,-9.453,0.0543,0.00249,2.08e-06,0.127,0.671,138.078,254693.0,Franz Ferdinand - This Fire (Video),franzferdinandVEVO,9584587.0,121780.0,3139.0,True,True,31048951.0,2004-02-16
6,11006,Franz Ferdinand,The Dark Of The Matinée,Franz Ferdinand,album,0.452,0.805,6.0,-4.368,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,246120.0,Franz Ferdinand - The Dark Of The Matinée (Official Video),Domino Recording Co.,8842575.0,51003.0,1206.0,True,True,41668580.0,2004-02-16
7,11007,Franz Ferdinand,Walk Away,You Could Have It So Much Better,album,0.584,0.836,2.0,-4.487,0.0348,0.132,1.1e-06,0.144,0.495,124.131,220347.0,Franz Ferdinand - Walk Away (Official Video),Domino Recording Co.,8369102.0,44792.0,1015.0,True,True,27195290.0,2005-10-03
8,11008,Franz Ferdinand,Evil Eye,"Right Thoughts, Right Words, Right Action (Deluxe Edition)",album,0.702,0.815,11.0,-3.289,0.0296,0.0148,3.85e-05,0.0486,0.819,110.968,167253.0,Franz Ferdinand - Evil Eye (Official Video),franzferdinandVEVO,6908476.0,61473.0,2462.0,True,True,28462260.0,2013-08-26
9,11009,Franz Ferdinand,Love Illumination,"Right Thoughts, Right Words, Right Action (Deluxe Edition)",album,0.53,0.864,4.0,-3.323,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,222282.0,Franz Ferdinand - Love Illumination (Official Video),franzferdinandVEVO,14154580.0,102001.0,2448.0,True,True,37877686.0,2013-08-26
10,11010,Franz Ferdinand,Ulysses,Tonight,album,0.696,0.621,7.0,-5.716,0.0793,0.00504,0.000171,0.143,0.544,98.797,193573.0,Franz Ferdinand - Ulysses (Official Video),Domino Recording Co.,12488238.0,57199.0,2604.0,True,True,26497921.0,2009-01-27
11,11011,Gotye,Somebody That I Used To Know,Making Mirrors,album,0.864,0.495,0.0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],gotyemusic,2057215604.0,14580661.0,792986.0,True,True,1318267448.0,2011-01-01
12,11012,Gotye,Somebody That I Used To Know - 4FRNT Remix,Somebody That I Used To Know (Remixes),single,0.79,0.625,0.0,-6.691,0.068,0.00127,0.000807,0.0786,0.773,128.973,318052.0,Gotye - Somebody That I Used To Know (Feat. Kimbra) (4FRNT Remix),4FRNTmusic,25298675.0,252692.0,18478.0,False,False,17681759.0,2012-01-01
13,11013,Gotye,Hearts A Mess,Like Drawing Blood,album,0.789,0.524,5.0,-9.542,0.0368,0.0701,0.262,0.193,0.538,125.023,365440.0,Gotye - Hearts A Mess (Official Music Video),gotyemusic,29459085.0,240613.0,12996.0,True,True,31881306.0,2006-05-21
14,11014,Gotye,Eyes Wide Open,Making Mirrors,album,0.597,0.873,5.0,-6.114,0.0368,0.194,0.0205,0.16,0.643,138.892,191253.0,Gotye - Eyes Wide Open (Official Music Video),gotyemusic,31078652.0,168590.0,12113.0,True,True,45532240.0,2011-01-01
15,11015,Gotye,Smoke And Mirrors,Making Mirrors,album,0.375,0.9,10.0,-6.287,0.13,0.108,0.198,0.296,0.623,186.22,313080.0,Gotye - Smoke and Mirrors (Official Music Video),gotyemusic,3435373.0,34177.0,1121.0,True,True,24109776.0,2011-01-01
16,11016,Gotye,Somebody That I Used To Know - Tiësto Remix,Somebody That I Used To Know (Tiësto Remix),single,0.646,0.642,0.0,-6.19,0.0412,0.00028,0.0225,0.0341,0.376,128.992,273493.0,Gotye - Somebody That I Used To Know (feat. Kimbra) (Tiesto Remix),RachelBiology,295218.0,3607.0,79.0,False,False,19733042.0,2012-01-01
17,11017,Gotye,Making Mirrors,Making Mirrors,album,0.24,0.0891,10.0,-20.17,0.0385,0.49,0.867,0.116,0.038,70.011,61160.0,Gotye - Smoke and Mirrors (Official Music Video),gotyemusic,3435373.0,34177.0,1121.0,True,True,9787990.0,2011-01-01
18,11018,Gotye,State Of The Art,Making Mirrors,album,0.711,0.703,0.0,-6.093,0.0354,0.0876,0.00023,0.486,0.634,135.005,322080.0,Gotye - State Of The Art (Official Music Video),gotyemusic,11485589.0,96220.0,5971.0,False,False,11192970.0,2011-01-01
19,11019,Gotye,Easy Way Out,Making Mirrors,album,0.723,0.737,11.0,-6.709,0.0456,0.0149,0.00232,0.652,0.696,130.91,117560.0,Gotye - Easy Way Out (Official Music Video),gotyemusic,14000749.0,112504.0,4869.0,True,True,15253974.0,2011-01-01
20,11020,Gotye,Learnalilgivinanlovin,Like Drawing Blood,album,0.726,0.797,5.0,-4.404,0.043,0.205,6.33e-05,0.0989,0.701,128.991,169667.0,Gotye - Learnalilgivinanlovin (Official Music Video),gotyemusic,1072578.0,6068.0,405.0,True,True,5428159.0,2006-05-21
21,11021,Christian Rode,Kapitel 1.1 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.757,0.287,1.0,-19.334,0.929,0.183,0.0,0.0915,0.49,82.866,197300.0,,,,,,,,,
22,11022,Christian Rode,Kapitel 2.2 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.636,0.38,5.0,-15.622,0.93,0.472,0.0,0.34,0.603,168.204,189200.0,Kapitel 2.2 - L'estate del diverso risate,Adi Mira Michaels - Topic,2.0,0.0,0.0,True,True,,
23,11023,Christian Rode,Kapitel 1.4 & Kapitel 2.1 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.716,0.298,5.0,-18.867,0.941,0.312,0.0,0.323,0.5,66.315,187266.0,Kapitel 1.4,Various Artists - Topic,34.0,0.0,0.0,True,True,,
24,11024,Christian Rode,Kapitel 3.4 & Kapitel 4.1 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.66,0.32,5.0,-18.251,0.895,0.254,0.0,0.13,0.352,92.865,192223.0,Kapitel 3.4,Various Artists - Topic,24.0,0.0,0.0,True,True,,
25,11025,Christian Rode,Kapitel 1.2 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.721,0.237,5.0,-17.561,0.866,0.414,0.0,0.301,0.516,120.114,201100.0,Kapitel 1.2 - Sagenhaftes Rom,Ralph Erdenberger - Topic,103.0,1.0,0.0,True,True,,
26,11026,Christian Rode,Kapitel 2.3 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.715,0.364,5.0,-18.974,0.718,0.353,0.0,0.163,0.52,126.575,193600.0,Sindbad der Seefahrer 3. Folge,scyliorhinus,2120.0,24.0,0.0,False,False,,
27,11027,Christian Rode,Kapitel 3.3 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.642,0.314,5.0,-17.961,0.923,0.291,0.0,0.0898,0.399,86.562,199000.0,Sinbad and the Seven Seas,Jason,20408.0,82.0,6.0,False,False,,
28,11028,Christian Rode,Kapitel 1.3 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.701,0.24,6.0,-17.64,0.869,0.539,0.0,0.357,0.545,105.206,193000.0,Sindbad der Seefahrer 3. Folge,scyliorhinus,2120.0,24.0,0.0,False,False,,
29,11029,Christian Rode,Auf dem hohen Küstensande (Von Meer und Strand - Lyrik und Musik),Auf dem hohen Küstensande (Von Meer und Strand - Lyrik und Musik),single,0.494,0.0214,9.0,-22.271,0.0476,0.935,5.33e-05,0.358,0.112,112.703,167415.0,Auf dem hohen Küstensande (Von Meer und Strand - Lyrik und Musik),Christian Rode - Topic,28.0,0.0,0.0,True,True,,
30,11030,Christian Rode,Kapitel 2.4 & Kapitel 3.1 - Sindbad der Seefahrer,Sindbad der Seefahrer,album,0.649,0.295,8.0,-19.203,0.955,0.32,0.0,0.123,0.516,91.263,196586.0,Kapitel 2.4,Various Artists - Topic,15.0,0.0,0.0,True,True,,
31,11031,Sagopa Kajmer,Onlarla konusuyorum,Onlarla konusuyorum,single,0.739,0.289,0.0,-13.211,0.0565,0.435,0.00787,0.109,0.542,92.025,211304.0,Defkhan ft. Sagopa Kajmer - Onlarla Konuşuyorum (Official Video),Defkhan Official,4329177.0,81160.0,5225.0,True,True,5762064.0,
32,11032,Sagopa Kajmer,Ateşten Gömlek,Şarkı Koleksiyoncusu,album,0.608,0.751,11.0,-5.634,0.113,0.0189,0.0,0.238,0.49,75.993,286000.0,Sagopa Kajmer - Ateşten Gömlek - Orijinal Video Klip,Araf,781555.0,2753.0,481.0,False,False,28116855.0,2009-02-19
33,11033,Sagopa Kajmer,Galiba - Orijinal Rap Versiyon,Saydam Odalar,album,0.624,0.57,1.0,-7.043,0.0644,0.0576,6.88e-05,0.11,0.135,169.962,300507.0,Galiba - Sagopa Kajmer [Official Video],Sagopa Kajmer,122852923.0,485667.0,28692.0,True,True,43376688.0,2011
34,11034,Sagopa Kajmer,Vasiyet,Romantizma,album,0.757,0.481,1.0,-8.38,0.146,0.136,0.0,0.11,0.412,84.012,204177.0,Vasiyet - Sagopa Kajmer,iremrecordsTV,1978589.0,11492.0,1037.0,False,False,22554123.0,2005-08-19
35,11035,Sagopa Kajmer,24,Bir Pesimistin Gözyaşları,album,0.763,0.385,8.0,-10.597,0.258,0.309,4.83e-06,0.224,0.521,79.985,292587.0,Sagopa Kajmer - 24,Kürşat Tokpunar,7587803.0,52944.0,8949.0,False,False,15562871.0,2003-06-06
36,11036,Sagopa Kajmer,366.Gün,366.Gün,single,0.55,0.617,5.0,-8.71,0.0514,0.121,0.0,0.235,0.498,82.995,235078.0,Sagopa Kajmer - 366.Gün,Sagopa Kajmer,159350116.0,728757.0,57640.0,True,True,38657916.0,2017-01-01
37,11037,Sagopa Kajmer,Elbet,Kağıt Kesikleri,album,0.701,0.557,8.0,-12.384,0.0552,0.0418,0.0856,0.125,0.709,155.98,214531.0,Sagopa Kajmer & Ramiz - Elbet,Sagopa Kajmer,13274722.0,125441.0,8180.0,True,True,5570031.0,2022-06-02
38,11038,Sagopa Kajmer,Merhametine Dön (2021 Tek Edit),Tek,album,0.744,0.542,8.0,-14.809,0.0799,0.191,0.0124,0.112,0.393,92.021,202750.0,Merhametine Dön (2021 Tek Edit),Sagopa Kajmer - Topic,9531308.0,52676.0,102.0,True,True,6719410.0,2021-02-19
39,11039,Sagopa Kajmer,Halen,Kağıt Kesikleri,album,0.626,0.516,9.0,-11.89,0.36,0.0748,0.00247,0.0741,0.597,173.941,232672.0,Sagopa Kajmer & Dr. Fuchs - Halen,Sagopa Kajmer,10128818.0,139212.0,11222.0,True,True,6325282.0,2022-06-02
40,11040,Sagopa Kajmer,Siyah,Siyah,single,0.701,0.575,8.0,-9.062,0.206,0.314,1.22e-05,0.13,0.471,139.9,225036.0,Patron & Sagopa Kajmer - Siyah (Official Video),Patron,60565781.0,486275.0,46606.0,True,True,39193481.0,
41,11041,Vince Guaraldi Trio,Christmas Time Is Here,Charlie Brown Holiday Hits,album,0.367,0.122,9.0,-21.34,0.0319,0.984,4.37e-05,0.172,0.104,75.265,163093.0,Vince Guaraldi Trio - Christmas Time Is Here (Vocal),VinceGuaraldiVEVO,7024484.0,46923.0,2895.0,True,True,44660880.0,1998-01-01
42,11042,Vince Guaraldi Trio,O Tannenbaum,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.583,0.191,5.0,-15.938,0.0404,0.908,0.00824,0.126,0.342,123.303,309387.0,Vince Guaraldi Trio - O Tannenbaum,VinceGuaraldiVEVO,6916875.0,30578.0,1265.0,True,True,95263737.0,2012-01-01
43,11043,Vince Guaraldi Trio,Linus And Lucy,Charlie Brown Holiday Hits,album,0.381,0.37,1.0,-15.948,0.0391,0.804,0.247,0.14,0.814,81.06,184440.0,Vince Guaraldi Trio - Linus And Lucy,VinceGuaraldiVEVO,7451810.0,47247.0,2702.0,True,True,67252052.0,1998-01-01
44,11044,Vince Guaraldi Trio,What Child Is This,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.327,0.299,5.0,-13.765,0.0294,0.927,0.952,0.127,0.465,85.241,144933.0,Vince Guaraldi Trio - What Child Is This,VinceGuaraldiVEVO,2148433.0,4669.0,171.0,True,True,33199029.0,2012-01-01
45,11045,Vince Guaraldi Trio,Christmas Is Coming,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.39,0.346,5.0,-14.285,0.037,0.786,0.0124,0.096,0.797,82.582,205320.0,Vince Guaraldi Trio - Christmas Is Coming,VinceGuaraldiVEVO,1800575.0,6280.0,393.0,True,True,25203270.0,2012-01-01
46,11046,Vince Guaraldi Trio,Greensleeves,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.273,0.328,5.0,-15.38,0.0315,0.931,0.914,0.212,0.5,179.866,329000.0,Vince Guaraldi Trio - Greensleeves,VinceGuaraldiVEVO,1449696.0,4702.0,226.0,True,True,21031232.0,2012-01-01
47,11047,Vince Guaraldi Trio,The Christmas Song,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.415,0.154,10.0,-16.553,0.0381,0.993,0.932,0.103,0.187,60.266,196933.0,Vince Guaraldi Trio - The Christmas Song,60otaku4,5254.0,78.0,6.0,False,False,23161469.0,2012-01-01
48,11048,Vince Guaraldi Trio,My Little Drum,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.564,0.237,5.0,-18.762,0.0499,0.823,0.000477,0.0905,0.625,137.613,192293.0,Vince Guaraldi Trio - My Little Drum,VinceGuaraldiVEVO,2479898.0,4966.0,258.0,True,True,20448145.0,2012-01-01
49,11049,Vince Guaraldi Trio,"Hark, The Herald Angels Sing",A Charlie Brown Christmas [2012 Remastered & Expanded Edition],album,0.246,0.0426,5.0,-18.892,0.0494,0.99,0.000782,0.155,0.0972,88.277,114867.0,"Vince Guaraldi Trio - Hark, The Herald Angels Sing",VinceGuaraldiVEVO,1749001.0,4084.0,184.0,True,True,19644685.0,2012-01-01
50,11050,Willy William,Mi Gente,Vibras,album,0.548,0.704,11.0,-4.838,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,185040.0,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,3179386245.0,17446108.0,522593.0,True,True,1285404998.0,
51,11051,Willy William,Trompeta,Trompeta,single,0.641,0.863,7.0,-3.864,0.0321,0.0152,0.088,0.274,0.36,128.035,168705.0,Willy William - Trompeta (Official Lyric Video),Willy William,22403435.0,161497.0,2250.0,True,True,72877170.0,2022-05-19
52,11052,Willy William,Ego - Radio Edit,Une seule vie,album,0.787,0.778,10.0,-5.428,0.0456,0.374,0.000815,0.359,0.477,99.994,207213.0,Willy William - Ego (Clip Officiel),Willy William,943724759.0,6360520.0,221221.0,True,True,120954955.0,2016-03-18
53,11053,Willy William,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),single,0.759,0.716,11.0,-6.36,0.0818,0.0223,0.0,0.231,0.469,105.009,209733.0,"J Balvin, Willy William - Mi Gente ft. Beyoncé",jbalvinVEVO,110043669.0,1076122.0,38353.0,True,True,337622805.0,
54,11054,Willy William,Enchanté (feat. Malik Harris & Minelli),Enchanté (feat. Malik Harris & Minelli),single,0.715,0.73,7.0,-5.865,0.0831,0.0314,0.0,0.256,0.271,121.994,146643.0,YouNotUs x Willy William - Enchanté feat. Malik Harris & Minelli (Official Lyric Video),YouNotUs,197664.0,3086.0,51.0,False,True,2226711.0,
55,11055,Willy William,"Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)","Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)",single,0.718,0.93,6.0,-4.719,0.088,0.0166,0.0,0.206,0.765,128.003,245098.0,"Steve Aoki & Willy William - MAMBO (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)",Steve Aoki,10146912.0,118403.0,5098.0,True,True,26922954.0,
56,11056,Willy William,Mi Gente - Homecoming Live,HOMECOMING: THE LIVE ALBUM,album,0.661,0.761,7.0,-10.792,0.0555,0.00185,0.0,0.486,0.644,104.813,176718.0,Mi Gente (Homecoming Live),Beyoncé - Topic,3947745.0,33745.0,151.0,True,True,32435061.0,
57,11057,Willy William,Paris,Une seule vie (Collector),album,0.756,0.79,8.0,-4.978,0.0374,0.0307,0.000157,0.146,0.234,102.018,195387.0,Willy William feat. Cris Cab - Paris (Clip officiel),Willy William,21661668.0,387255.0,8908.0,True,True,15092838.0,2016-09-16
58,11058,Willy William,Mi Gente - Hugel Remix,Mi Gente (Hugel Remix),single,0.948,0.673,9.0,-4.439,0.182,0.0555,0.000572,0.0739,0.785,119.974,208773.0,J Balvin & Willy William - Mi Gente (Hugel Remix),Scorpio Music,5992766.0,86908.0,1672.0,True,True,24374594.0,
59,11059,Willy William,Como Te Llamas (feat. Willy William),Il giorno in cui ho smesso di pensare,album,0.81,0.795,11.0,-5.517,0.0464,0.0117,0.0,0.0537,0.685,129.12,165581.0,Irama - Como Te Llamas (feat. Willy William) [Official Visual Art Video],IRAMA OFFICIAL,2104493.0,16396.0,286.0,True,True,4830189.0,
60,11060,Bob Seger,Old Time Rock & Roll,Stranger In Town,album,0.714,0.937,6.0,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13,194147.0,Old Time Rock & Roll,Bob Seger - Topic,76823002.0,664072.0,1804.0,True,True,238058307.0,1978-05-05
61,11061,Bob Seger,Night Moves,Night Moves,album,0.705,0.743,1.0,-6.631,0.042,0.432,0.0133,0.103,0.374,118.552,324423.0,Bob Seger & The Silver Bullet Band - Night Moves (Official Video),BobSegerVEVO,7194461.0,82159.0,2872.0,True,True,178485755.0,1976-10-22
62,11062,Bob Seger,Against The Wind,Against The Wind,album,0.674,0.771,7.0,-5.612,0.0246,0.28,0.0318,0.133,0.718,109.618,333720.0,Bob Seger & The Silver Bullet Band - Against The Wind (Lyric Video),BobSegerVEVO,8700091.0,75618.0,3035.0,True,True,74043123.0,1980-02-25
63,11063,Bob Seger,Still The Same,Stranger In Town,album,0.709,0.767,0.0,-6.732,0.0283,0.405,0.000172,0.0592,0.557,115.64,203547.0,"Bob Seger & The Silver Bullet Band - Still The Same (Live From San Diego, CA / 1978)",BobSegerVEVO,2925487.0,21161.0,1708.0,True,True,73122668.0,1978-05-05
64,11064,Bob Seger,Hollywood Nights,Stranger In Town,album,0.529,0.968,9.0,-5.198,0.0503,0.00506,0.00034,0.201,0.751,150.326,302627.0,Bob Seger   Hollywood Nights,McG's Music Vault,189562.0,1197.0,104.0,False,False,51961558.0,1978-05-05
65,11065,Bob Seger,Ramblin' Gamblin' Man,Ramblin' Gamblin' Man,album,0.601,0.84,9.0,-3.828,0.0509,0.0232,0.0,0.0569,0.896,130.811,145311.0,Bob Seger - Ramblin' Gamblin Man (1969),BobClarke1945,5383827.0,27928.0,2000.0,False,False,60377702.0,1969-04-01
66,11066,Bob Seger,Mainstreet,Night Moves,album,0.505,0.747,8.0,-5.422,0.0308,0.064,0.00647,0.244,0.529,139.865,223090.0,BOB SEGER (1977) - MainStreet,Rodrigo Cantillano,1823463.0,20139.0,1556.0,False,False,30724223.0,1976-10-22
67,11067,Bob Seger,We've Got Tonight,Stranger In Town,album,0.52,0.451,11.0,-6.418,0.0269,0.271,0.000285,0.196,0.333,130.189,281213.0,Bob Seger - We've Got Tonight.........,Robert Mccloud116K,180369.0,2002.0,131.0,False,False,26267886.0,
68,11068,Bob Seger,Turn The Page - Live,Greatest Hits,compilation,0.528,0.362,9.0,-10.352,0.0322,0.193,0.0,0.794,0.305,78.801,302563.0,"Bob Seger & The Silver Bullet Band - Turn The Page (Live At Cobo Hall, Detroit / 1975)",BobSegerVEVO,1882142.0,24050.0,973.0,True,True,17784842.0,1994-10-25
69,11069,Bob Seger,You'll Accomp'ny Me,Against The Wind,album,0.589,0.751,9.0,-5.663,0.0403,0.0785,2.38e-06,0.0878,0.637,108.849,240227.0,You'll Accomp'ny Me,Bob Seger - Topic,6893209.0,60004.0,297.0,True,True,25727415.0,
70,11070,Simply Red,If You Don't Know Me by Now - 2008 Remaster,A New Flame (Expanded Version),album,0.638,0.352,10.0,-9.266,0.0268,0.492,0.0,0.105,0.204,94.173,204000.0,Simply Red - If You Don't Know Me By Now (Official Video),Simply Red,110895008.0,609121.0,5660.0,True,True,200929081.0,1989
71,11071,Simply Red,Stars,Stars (Expanded Version),album,0.716,0.818,7.0,-7.456,0.0256,0.154,0.000806,0.236,0.817,103.668,248600.0,Simply Red - Stars (Official Video),Simply Red,97362398.0,422519.0,5488.0,True,True,180004883.0,1991
72,11072,Simply Red,Holding Back the Years - 2008 Remaster,Picture Book (Expanded Version),album,0.707,0.514,9.0,-8.885,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840.0,Simply Red - Holding Back The Years (Official Video),Simply Red,165214422.0,936518.0,12210.0,True,True,162967055.0,1985
73,11073,Simply Red,For Your Babies,Stars (Expanded Version),album,0.726,0.486,9.0,-8.774,0.0237,0.212,0.00022,0.077,0.476,95.983,257760.0,Simply Red - For Your Babies (Official Video),Simply Red,20724055.0,111699.0,1421.0,True,True,74953424.0,1991
74,11074,Simply Red,Something Got Me Started - 2008 Remaster,Stars (Expanded Version),album,0.698,0.91,2.0,-6.563,0.0459,0.019,7.73e-05,0.11,0.715,112.112,240706.0,Simply Red - Something Got Me Started (Official Video),Simply Red,27841752.0,113088.0,1456.0,True,True,67373078.0,1991
75,11075,Simply Red,Sunrise,Sunrise European Single,single,0.788,0.728,5.0,-5.123,0.0295,0.00325,0.23,0.0979,0.936,105.983,200173.0,Simply Red - Sunrise (Official Video),Simply Red,49589638.0,218507.0,2915.0,True,True,82503383.0,2004-12-14
76,11076,Simply Red,Money's Too Tight (To Mention) - 2008 Remaster,Picture Book (Expanded Version),album,0.761,0.813,2.0,-6.018,0.0299,0.322,0.00219,0.0588,0.878,113.415,252960.0,Simply Red - Money's Too Tight (To Mention),Simply Red,11796456.0,50261.0,856.0,True,True,31187279.0,1985
77,11077,Simply Red,Fairground,Life (Expanded Version),album,0.718,0.731,6.0,-6.454,0.042,0.208,0.2,0.083,0.619,122.839,333333.0,Simply Red - Fairground (Official Video),Simply Red,19205373.0,73127.0,1553.0,True,True,25066191.0,1995
78,11078,Simply Red,It's Only Love - 2008 Remaster,A New Flame (Expanded Version),album,0.666,0.884,9.0,-5.243,0.0429,0.506,0.00612,0.0408,0.754,92.005,298573.0,Simply Red - It's Only Love (Official Video),Simply Red,12308355.0,38474.0,602.0,True,True,25729568.0,1989
79,11079,Simply Red,The Right Thing,Men and Women (Expanded Version),album,0.615,0.917,4.0,-7.318,0.0348,0.17,0.00669,0.287,0.766,104.879,257640.0,Simply Red - The Right Thing (Official Video),Simply Red,8284395.0,23491.0,407.0,True,True,12981917.0,1987
80,11080,Gregory Alan Isakov,Big Black Car,This Empty Northern Hemisphere,album,0.6,0.186,3.0,-15.926,0.0317,0.909,0.00102,0.104,0.468,110.044,217467.0,Big Black Car - Gregory Alan Isakov,Gregory Alan Isakov,1349164.0,11747.0,380.0,True,True,141352473.0,2009-01-01
81,11081,Gregory Alan Isakov,San Luis,Evening Machines,album,0.567,0.434,7.0,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459,272347.0,Gregory Alan Isakov - San Luis (OFFICIAL VIDEO),Gregory Alan Isakov,14171267.0,104705.0,2333.0,True,True,94282961.0,2018-10-05
82,11082,Gregory Alan Isakov,Amsterdam,The Weatherman,album,0.553,0.429,3.0,-12.51,0.0283,0.921,0.135,0.115,0.532,152.047,198640.0,"GREGORY ALAN ISAKOV - ""AMSTERDAM"" (OFFICIAL VIDEO)",Gregory Alan Isakov,3006063.0,21926.0,512.0,True,True,74108200.0,2013-07-09
83,11083,Gregory Alan Isakov,"If I Go, I'm Goin",This Empty Northern Hemisphere,album,0.509,0.0648,3.0,-17.293,0.0339,0.778,0.0282,0.11,0.192,113.742,267160.0,"If I Go, I'm Goin",Gregory Alan Isakov - Topic,14991197.0,249126.0,1543.0,True,True,68098023.0,2009-01-01
84,11084,Gregory Alan Isakov,The Stable Song,"That Sea, The Gambler",album,0.626,0.432,2.0,-11.948,0.0283,0.633,0.00239,0.127,0.361,137.93,360933.0,"""The Stable Song"" - Gregory Alan Isakov with the Colorado Symphony (official video)",Gregory Alan Isakov,5436293.0,45846.0,1664.0,True,True,98304585.0,2007-01-01
85,11085,Gregory Alan Isakov,"Honey, It's Alright",The Weatherman,album,0.471,0.0775,0.0,-15.664,0.0562,0.94,0.00675,0.106,0.0839,132.02,191080.0,"Honey, It's Alright",Gregory Alan Isakov - Topic,2209929.0,82088.0,28.0,True,True,13146360.0,2013-07-09
86,11086,Gregory Alan Isakov,Dandelion Wine,This Empty Northern Hemisphere,album,0.413,0.1,0.0,-16.349,0.0332,0.784,0.381,0.0819,0.186,110.696,184907.0,Gregory Alan Isakov - Dandelion Wine,Matt Tucker,418492.0,,148.0,False,False,29513487.0,2009-01-01
87,11087,Gregory Alan Isakov,Southern Star,Evening Machines,album,0.559,0.343,0.0,-10.623,0.031,0.746,0.00236,0.101,0.228,132.659,139240.0,Gregory Alan Isakov - Southern Star (OFFICIAL LIVE VIDEO),Gregory Alan Isakov,186810.0,3089.0,121.0,True,True,9644868.0,2018-10-05
88,11088,Gregory Alan Isakov,Chemicals,Evening Machines,album,0.608,0.238,0.0,-13.604,0.0434,0.885,0.125,0.111,0.27,78.013,199907.0,Gregory Alan Isakov | “Chemicals” (OFFICIAL AUDIO),Gregory Alan Isakov,779230.0,6094.0,202.0,True,True,56204380.0,2018-10-05
89,11089,Gregory Alan Isakov,"Dark, Dark, Dark",Evening Machines,album,0.485,0.618,2.0,-8.192,0.0637,0.829,4.22e-06,0.17,0.456,130.234,179480.0,"Gregory Alan Isakov | Dark, Dark, Dark (OFFICIAL AUDIO)",Gregory Alan Isakov,735642.0,5609.0,158.0,True,True,11198507.0,2018-10-05
90,11090,Freshlyground,Doo Be Doo,Nomvula,album,0.743,0.541,2.0,-6.719,0.0474,0.214,4.16e-06,0.0523,0.68,104.058,311880.0,Freshlyground - Doo Be Doo,freshlygroundVEVO,1680571.0,18316.0,1122.0,True,True,1582297.0,2004-09-03
